,Topic,Word,Tweets
0,8,actual,"Did you know only 35% of applicants are actually qualified for the jobs they apply for? 😳That's why we designed #TrustRecruit to match you with #verified and trusted NFT resumes. 👈🏿👩🏽‍🎓🧑🏿‍🎓💯💼 

#NFTresume #recruit #consultancy #nft #nftcv https://t.co/xYddBdiXSa"
1,8,actual,"@cryptoShields @NFTethics @jwilliamsnft We actually disagree here, and is why we have fully doxxed our founders. You do have a very significant impact on the statements made about projects. Obviously the work we all do comes with risks, but being doxxed eliminates any concerns about any other intentions"
2,8,actual,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
3,8,actual,"The story about @Farokh &amp; @tailopez is actually worse. Tai was a client of Farokh's company Good Life and he was mentioned on multiple websites as a reference client (just like GaryVee). Tai's name has now been removed, but the screenshots are still there.
https://t.co/t5RDlY7TrE https://t.co/MQhCRnYpDY"
4,8,actual,"The Fame Lady Squad Saga: Transparency and a Reboot for a Women-Led NFT

Written by @hollydmoore 
August 30 2021

When it was discovered that a $150 Million ‘women-led #NFT was actually run by some Russian guys.

""Importance of #community &amp; #transparency!""
https://t.co/RWG5v25Mae"
0,8,actually,"14/ I then begin to look for clues on who the team actually is. 

I check the chain &amp; find clear ties to two different million dollar NFT rug pulls (first noticed by @NFTethics ) Ancient Cats Club &amp; Crazy Camels.

See below how the transactions tie back to two CEX accounts. https://t.co/KQveVsTwxr"
1,8,actually,"@NFT_Guru I don't understand why an influencer needs to remain anonymous. It's definitely okay and its their choice, but it helps build trust when you can actually know they are a real human"
2,8,actually,@tw1tte7 @beaniemaxi @pixelvault_ @MetaHero_ @wolfdotgame @punkscomic I don't trust anyone except @greatmando_nft actually.
3,8,actually,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
4,8,actually,I am more likely to trust people actually in the NFT space than outsider journalists writing about it.
