,Topic,Word,Tweets
0,1,able,"Only 109/111 are available. 

Can you join my mission to make NFT space inclusive and support artists with Disabilities? 

https://t.co/WDOYRQwaNO"
1,1,able,"#Chainlink trust-minimized services enable #DeFi and #NFT developers across the #multichain ecosystem to build more advanced dApps.

Explore today’s integrations across #Arbitrum, #BNBChain, #Polygon, and #Solana 🧵👇 https://t.co/Xc7uIlT0Ra"
2,1,able,"'@tezos blockchain features @felixmxu from ARPA 🎥 

Align with our vision of improving transparency in NFT, ARPA #Randcast will provide onchain verifiable random numbers to multi-chains 🍻

🔼ARPA🔼"
3,1,able,"By using verifiable randomness, #GameFi projects can increase user confidence in gameplay fairness.

@FamilyPartyGame is using #Chainlink VRF on @BNBCHAIN to help give each user an equal chance of receiving rewards when opening #NFT Master Boxes.
https://t.co/TuFwmzBRRp"
4,1,able,"Is that a PixelSaurus we see on the OFFICIAL @SanDiegoNFTCon banner? YES!!! 🤩🦕🦖

💥 Over 60% minted!
💥 Diverse &amp; inclusive!
💥 VERIFIED #OpenSea account!

Mint YOUR PixelSaurs whilst we still have some available!👇
🔗 https://t.co/MhGyUSfkpv

#nft #nfts #MintASaurus https://t.co/lYpRhpZ1Ic"
0,1,actual,"14/ I then begin to look for clues on who the team actually is. 

I check the chain &amp; find clear ties to two different million dollar NFT rug pulls (first noticed by @NFTethics ) Ancient Cats Club &amp; Crazy Camels.

See below how the transactions tie back to two CEX accounts. https://t.co/KQveVsTwxr"
1,1,actual,5/ Such events make you question who actually “rules the world” and how it’s possible that those that abused the system (e.g. banks) are actually rewarded for that by being bailed out. We have talked about perverse incentives before.
2,1,actual,"16/ Many OG holders asking critical questions about the project were banned from the Discord. And when Beanie was asked whether he knew RGT, he denied ever having heard of it (see screenshots). But, in actual fact, it turns out he is the owner of RGT. https://t.co/rjhvuK8fyC"
3,1,actual,"5/ However, when the actual work needs to be done, most of the founders have already made enough money to retire and have less of an incentive (or none at all) to actually put in the work that they promised from the start."
4,1,actual,".@bapesclan so much for stepping up and respecting the NFT community, and actually hearing out questions. The success or failure of your project directly correlates with the actions you have taken over the last 5 days and it shows that people should not trust you to deliver"
0,1,accessible,"55/ According to the website of Huntingdon (using the Wayback Machine which has proven to be still a very valuable tool), he was also an investor in InvestFeed, a website that is currently not accessible anymore as it is investigated by The Financial Commission. https://t.co/b2oa7OSZHQ"
1,1,accessible,@AlyssaOliha @afrofrenchchick “Inclusive and accessible” at 0.3ETH… to who?! 😱
2,1,accessible,"@annemckinnell I'm so honoured to know about you and your father.. It's so inspiring. ❤️🙏

we are trying to make this NFT space more inclusive and accessible for deaf community ❤️"
3,1,accessible,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
4,1,accessible,"Good Evening fam! 

@Tibalism collected my edition today.  He is joining with me to advocate inclusivity in NFT space and make them more accessible for artists with Disabilities. 

21 editions are collected. ❤️ Quite a long way to go! 

who is joining with me for the mission? https://t.co/pgpXKVGQzs"
0,1,action,"21/ We always said that actions always speak louder than words, whether they are digital or physical, and we are of course willing to have this verified."
1,1,action,"1/ Someone shared a screenshot of @MetaMansionsNFT’s response to our thread about them. We would like to ask them to show/share all the proof that they have about our interaction with them. Of course there is none, but it’s always interesting to see what they come up with. https://t.co/oAATMXRdq4"
2,1,action,15/ Or you can pay a one-off “fine” to increase your TRUSTH score and compensate for all the errors of judgement that you made in the past. The money will be distributed to those with a high(er) TRUSTH score that were affected by your wallet transactions.
3,1,action,"Unethical transactions on the blockchain are comparable to a stored blood sample from an athlete that used doping. They might think they have gotten away with it but the detection methods are getting better every day, and one day, the sample will be retested &amp; you will be exposed"
