,Topic,Word,Tweets
0,3,access,"Can we make our #nft platform more inclusive? Let us make  NFT platform more accessible for artists with disability. 

 #NFTCommunity #NFTdisabil"
1,3,access,"I'm honored that an edition is collected by @CrisMagsino2021. Your support for inclusivity &amp; accessibility in NFT platform is really precious ❣️Thank you for joining with me to fight for inclusivity. 

Each and every contribution means a lot to me. It changes a life of someone❤️ https://t.co/U10i8T0Bqw"
2,3,access,"@SofiasNFTClub What an amazing initiative! Let’s make web3 more accessible, equitable and inclusive for all✊🏽"
3,3,access,"55/ According to the website of Huntingdon (using the Wayback Machine which has proven to be still a very valuable tool), he was also an investor in InvestFeed, a website that is currently not accessible anymore as it is investigated by The Financial Commission. https://t.co/b2oa7OSZHQ"
4,3,access,19/ Scalar Capital claimed that it provides “asymmetric info” and “early access to projects” to its partners. We know that because a confidential pitch deck of Scalar Capital was leaked. It has some interesting slides. https://t.co/6GGMpwRPO9
0,3,accessible,Thank you so much @ShanofMohammed for collecting my work. Your support will help me to work on Inclusive NfT platform and make accessible for fellow deaf Artists. ❤️
1,3,accessible,"Good Evening fam! 

@Tibalism collected my edition today.  He is joining with me to advocate inclusivity in NFT space and make them more accessible for artists with Disabilities. 

21 editions are collected. ❤️ Quite a long way to go! 

who is joining with me for the mission? https://t.co/pgpXKVGQzs"
2,3,accessible,@NFTDefense @GB_301 Multiple people also mentioned that the Haus Discord is only accessible for holders and that Assa blocked/banned people. Not very Web3 to say the least. https://t.co/HmX62yKzKB
3,3,accessible,"we at @DeafCollective are honored to collaborate with @NamasteyNFT to make event more inclusive and accessible for artists with Disabilities. 

It's quite thrilling for us to understand  through interpreters. Hoping to see such more events in other part of the world ❤️🤟 #NFT https://t.co/4jKyCT1oHJ"
4,3,accessible,"Thank you #Ceekers  #CEEK 's mission to make the #Metaverse inclusive + universally accessible is evident by our amazing global #ceekarmy  💪 You're the best ❤️🎵 🙏 Happy Thanksgiving 🚀🚀

#CEEKVR #NFT #VR #BSC 
👉🏽 More at https://t.co/oAvCTgp2Bk https://t.co/IRHo5fu0Ml https://t.co/6TabNl2loP"
0,3,absolutely,"@gmhannah You’re absolutely right, the Mellies are of the best, most inclusive and support communities in web3! ❤️"
1,3,absolutely,"Not gonna lie, my experience w @BlockpassOrg has been absolutely horrible. No transparency, horrible UI, &amp; support is a joke — they legit require u to buy “priority pass” to reach customer service. 

Do what u will with this information @yugalabs, @BoredApeYC, @animocabrands."
2,3,absolutely,"@3dlyfer This is mind blowingly insane. Really appreciate you not taking on the blind-trust aspect, I feel that it could potentially lead to someone out there harming people 🖤 absolutely love this work and will collect asap"
3,3,absolutely,"Gm frens, trust absolutely no one today. CT/NFT twitter is excellent at trolling and people are gonna have a field day for April fools. 😂❤️"
