,Topic,Word,Tweets
0,7,absolutely,"some think i talk about @artblocks_io a lot because i own many mints &amp; because i'm a small angel investor in it

but i own those works &amp; equity because i believe it will absolutely become one of the most culturally relevant entities in #NFT history

in fact, i think it already is"
1,7,absolutely,"@3dlyfer This is mind blowingly insane. Really appreciate you not taking on the blind-trust aspect, I feel that it could potentially lead to someone out there harming people 🖤 absolutely love this work and will collect asap"
2,7,absolutely,@UnknownCo123 absolutely! I'm already on mission to educate photography to my deaf community. planning to introduce NFT platform to them and It will make more inclusive ❤️
3,7,absolutely,"I am all for 'influencers' receiving NFT/ETH in return for promoting a project, so long as it is done in a way of transparency and integrity.

I personally would disclose if I was paid to promote something and I would absolutely not do anything to take advantage of the community."
4,7,absolutely,"@gmhannah You’re absolutely right, the Mellies are of the best, most inclusive and support communities in web3! ❤️"
0,7,access,"We’re live! Let’s chat NFT news, accessibility &amp; inclusivity in web3! https://t.co/jrugIebPBR"
1,7,access,"@SofiasNFTClub What an amazing initiative! Let’s make web3 more accessible, equitable and inclusive for all✊🏽"
2,7,access,"we at @DeafCollective are honored to collaborate with @NamasteyNFT to make event more inclusive and accessible for artists with Disabilities. 

It's quite thrilling for us to understand  through interpreters. Hoping to see such more events in other part of the world ❤️🤟 #NFT https://t.co/4jKyCT1oHJ"
3,7,access,"Thank you so much for the feature @MintedAsia . I spoke about the challenges that deaf artists go through in every day life and accessibilities in social media platforms.

please do read. Appreciate Retweet / Quote tweet if you support more inclusivity in #NFT community."
4,7,access,"@EstherKuforiji We're here to take up space and share ourselves! 

We're on a mission to support &amp; create diverse leaders in web3 &amp; beyond. Each Changemaker NFT provides access to:

✅Web3 Onboarding Course
✅Intersectional Leadership Training
✅Mentor Matchmaking
✅Community of change-makers https://t.co/SRJaKnGHMw"
0,7,able,"#Chainlink trust-minimized services enable #DeFi and #NFT developers across the #multichain ecosystem to build more advanced dApps.

Explore today’s integrations across #Arbitrum, #BNBChain, #Polygon, and #Solana 🧵👇 https://t.co/Xc7uIlT0Ra"
1,7,able,"What if we made employment contracts as NFTs?

What if we made a platform like LinkedIn and ALL previous work would be an NFT? Vetted and with proper verification?

Trust would SKYROCKET!
You would finally be able to find good people, trusted, voted.

But sure, metaverse sucks."
2,7,able,"7/ It is equally well-known that big corporations can make deals with many countries that allow them to have more favorable tax rates than the average Joe, and that they use all sorts of “smart” offshore constructions to minimize tax. https://t.co/xukz4d9qeZ"
3,7,able,"Faraland is honored to be listed in Binance’s top 20 Most Valuable Builder program!! This reflects our credit as well as enormous potential!

https://t.co/KFqxZDKnzl

Faraland highly appreciates support and trust from our users as well as our investors. 

#binance #nft #faraland"
4,7,able,"Listed the ND 100
Because Girls are more than just Pretty don't forget to values their qualities tell them how capable they are 
and they will become confident women who know they deserve respect, equality  #NFTs #NFTCollection #empoweringwomen #notdoll https://t.co/apS5g8uOUu https://t.co/MWoyXqYIAJ"
0,7,ability,Not many people dare to bite the hand(s) that feed them. Not many people dare to stand up against powerful/influential people who have the ability to (digitally) destroy their (NFT) careers/lives. For many it’s just easier to look the other way and remain silent. Too much to lose
1,7,ability,"I have been asked why am I talking about disability often in #NFT space. It's very appalling! 

If I am not advocating about disability and inclusivity, who will do that? Identity doesn't matter anymore? #nftphotography #NFTartists #inclusivity"
2,7,ability,"@NFTethics Which is almost entirely made up of unelected people, who have almost 0 accountability. if the IRS wants to right now, they can just seize all your assets and claim you had ties to te rr or ism. And you can't fight back against it."
3,7,ability,"Be part of a fun, diverse &amp; inclusive #NFT project that also embraces disability &amp; mental health!

🌈 Less than 300 #NFTs to mint!
🌈 VERIFIED on @OpenSea!
🌈 0.05 ETH (Gas Saver)
 
Mint YOUR PixelSaurs!👇
🔗 https://t.co/AibesNcvw9

#OpenSeaNFT #nftcollector #nftopensea @pranksy https://t.co/bTjwyeR53z"
4,7,ability,"What’s it like to launch an NFT collection? This Monday, we’ll be hearing from 4 founders about their projects that address issues like climate change and food inequality to disability awareness and inclusivity. @morewillie @dumbfoundead @pauuzzo @edballoon. Mark your calendars! https://t.co/9hwSVKT0OR"
0,7,actual,"12/ Another account highlighted the below news story, which in actual fact appears much bigger and damning than anyone so far has published. The Twitter/IG handles of NFT were immediately deleted after this news story to bury the evidence
https://t.co/GsIWemPI87"
1,7,actual,"2/ No word from Marc Andreessen when Jamal Khashoggi was assassinated, but David Horowitz, the father of Ben Horowitz, actually did respond. He seems to suggest that it was completely deserved and the right thing to do: https://t.co/eYnNCtn2Uw https://t.co/YpQhFtXn8n"
2,7,actual,"FUD stands for Fear, Uncertainty &amp; Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out https://t.co/R5eRU4VBXV"
3,7,actual,@NFTsAreNice Yeah idk wtf is up with them. But yall can follow me for legit exposees and factual news about nfts and cryptos. Unlike nft ethics if I'm wrong I'll admit it.
4,7,actual,@pixelbot24 Fair point. :) These are actual real names of NFT collections. And we do have all the names of the people behind these rugs.
0,7,actually,"The Fame Lady Squad Saga: Transparency and a Reboot for a Women-Led NFT

Written by @hollydmoore 
August 30 2021

When it was discovered that a $150 Million ‘women-led #NFT was actually run by some Russian guys.

""Importance of #community &amp; #transparency!""
https://t.co/RWG5v25Mae"
1,7,actually,"🏇 #DeRace is enabling gamers to actually monetize their hobby and experience the ultimate gaming universe with #NFTs

⚡️ Using #blockchain technology allows to ensure absolute transparency and security for the community

#NFT #PlayToEarn #P2Egaming https://t.co/W05Wu4Vk7N"
2,7,actually,"Even when you think everything with a project is going well - it's still possible that things are wrong with the underlying smart contract and that the art/metadata is actually centralized on a website that is about to expire. A technical rug?

https://t.co/3yi82PAf5L"
