,Topic,Word,Tweets
0,0,action,"14/ I then begin to look for clues on who the team actually is. 

I check the chain &amp; find clear ties to two different million dollar NFT rug pulls (first noticed by @NFTethics ) Ancient Cats Club &amp; Crazy Camels.

See below how the transactions tie back to two CEX accounts. https://t.co/KQveVsTwxr"
1,0,action,"Slowly getting through my 30 giveaways! For transparency, here are the transactions for the ones that involved transferring an NFT.

https://t.co/AlPZB1cpUs
https://t.co/iCefw6QoQA
https://t.co/i78JinsEh1
https://t.co/zdlnbs4skl
https://t.co/nesDb7DND0
https://t.co/bxXIsh4Wyy"
2,0,action,"In real life, everyone's identity and their “relationships” are generally public information, but not their private financial transactions. In the crypto/NFT space the opposite applies: blockchain transactions are public, but the IRL identity and “relationships” are often hidden."
3,0,action,"1/2 - Dear @andy8052, as the founder and CEO of @fractional_art, we noticed that Beanie/GM Capital claims to be an investor in Fractional. Please see the screenshots below on two of his main websites. https://t.co/CuaOtqdvOU"
4,0,action,"🧨Top #IDOs in 2021: Uniswap, Binance DEX, Bancor, Polkastarter.

#DeFi and #NFT people prefer IDOs over other crowdfunding options:

✔️ easy to launch
✔️ direct access to buy tokens
✔️ transparent, secure, low-cost transactions
✔️ contribution rewards

More on #dopamineapp blog https://t.co/3DiU5pX74k"
0,0,actual,"5/ However, when the actual work needs to be done, most of the founders have already made enough money to retire and have less of an incentive (or none at all) to actually put in the work that they promised from the start."
1,0,actual,I am more likely to trust people actually in the NFT space than outsider journalists writing about it.
2,0,actual,"Even when you think everything with a project is going well - it's still possible that things are wrong with the underlying smart contract and that the art/metadata is actually centralized on a website that is about to expire. A technical rug?

https://t.co/3yi82PAf5L"
3,0,actual,@NFTethics Anyone else find it weird that some anonymous account is here judging every other anonymous team or project with seemingly little evidence to actually back things?
4,0,actual,@elgatonegro01 @NFTethics just this actually exist. most ppl are sending their eth to the same teams over and over again based on unreal promises.
0,0,active,"1/ Maybe it's interesting to mention some background on Crypto888crypto, someone already quite long active in the crypto world by shilling low Market Cap (MC) alt coins. He has deleted many tweets and also confirmed that, but we still have them all saved.

https://t.co/LHsLKB9itl https://t.co/uzBRZsWilW"
1,0,active,"6/ In some way it’s not fair to call out these individuals, because there are literally hundreds of similar people active in this space, all with connections to morally bankrupt agencies, sporters, celebrities, social media executives, etc. We have called them out in the past."
2,0,active,"We are honored to be accepted into the United Nations @globalcompact!

As the 1st NFT company in the Global Compact, we will actively explore ways #NFTs can be used to advance the UN's Global &amp; Sustainable Development Goals for equality &amp; the environment.

https://t.co/htXlBly5L0 https://t.co/ued7xmMTZS"
3,0,active,"3/ This (former) ""Trailer Park Kid"" seems to love it all. His background is quite similar to many ""Web3 influencers"". The best ""Tinder/Twitter swindlers"" across the globe have united and they are all active in crypto/NFTs. They have all it takes to make it in this space. WAGMI! https://t.co/LM39p887uS"
4,0,active,"@SerpentAU The whole gaming/esports scene is completely corrupt(ed) and many of those people are currently active in the NFT space. All pretending to be honest (you exposed Kquid for cheating), but you turned out to be the biggest cheater yourself and denied it first. Very hypocritical. https://t.co/yvanUeMPPX"
0,0,ability,"Many ""successful"" people in the Web3/NFT space have the ability to foretell what is going to happen tomorrow, next month and next year. And they also have the ability afterwards to explain why it didn't happen. Rinse and repeat, and you can call yourself a ""serial entrepreneur""."
1,0,ability,"GM! Gas is SUPER LOW right now! Come and ADOPT a PixelSaurus #NFT and be part of our RAWRsome community!
🔥 Over 500+ diverse designs!
🔥 Embraces disability &amp; mental health!
🔥 Prices from 0.02 ETH!
🔥 FREE QR Code Utility!
🔥 VERIFIED on #OpenSea! 🦕🦖

https://t.co/9gDe9ggcs5 https://t.co/vJrWMmM0Vx"
2,0,ability,"2/2 If founders are serious about their NFT project and have launched it successfully, we are on the opinion that you have to dox yourselves. Why? Because it’s a liability to the project and holders. It will at some point come out and you want to be in control of the narrative."
3,0,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 500+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #GoodMorning
➡️ https://t.co/jk61Izkks4 https://t.co/JBhN5VIAIz"
4,0,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/M2cmsPRqQa"
0,0,act,"@areaeighteen As for individuals, some of our favourite advocates for inclusivity in web3 are:

@TheUberhuman
@PowerOfWomenNFT
@lorigraceaz
@flynnkristina 
@redactedpride
@mecdot
@GrizzleMMC 
@FenryxMMC 
@vanshikaNFT 
@afrochicksnft 
@betty_nft 
@cult_leader_en 
@futurelilith 
@investingtutor"
1,0,act,"Metamon Island's In-game NFT Marketplace surpasses 4 million transactions as of May 6! 

Thank you for placing your trust in us 🤝

Remember, we are actively curbing the supply of #Metamon via buybacks. 

#BNBChain #Binance @BNBChain @Binance https://t.co/58rvIC1wtL"
2,0,act,"@Tim__53 @HelloOlf Thank you. We did indeed mention this in our initial thread about him. Many of these ""influencers"" that pretend to like the Web3 space, often don't seem to like the transparency which is one of its key characteristics and they love deleting/censoring stuff https://t.co/R5N6GywNPn"
3,0,act,"18/ This can be based on different metrics: the repetitiveness/originality of messages, the amount of deleted messages, the number of times people are blocked by this account, the number of times the handle has changed, ratio of followers to friends, interaction, etc."
4,0,act,"NFT DROP 🔥 Galactic ape 

DIVERSE METAVERSE ❤️‍🔥 1/1 NFTS 👽

https://t.co/KYrhlUeBpN

#WomeninNFTs #NFTs #NFTCommunity  #NFTdrop #NFTGiveaway #PolygonNFT #apefollowape #APENFT https://t.co/evnEkCWPIz"
0,0,able,This #nft will be gifted to one person #safemoon i will only mint 100 copies that you can see on your trust wallet  only on #refinable https://t.co/rd361tDjul
1,0,able,"6/ It explains why people Proof Collective holders were able to mint the the Quantum NFT, and it also explains why Justin Aversano loves the MoonBirds. https://t.co/L4BU1BUKZV"
2,0,able,"The first NFT drop of 2022 for @voguesingapore: ’12 Months of Afterlife’ by @lunaikuta—in the form of a digital cover. A series of transparent floral bouquets embalmed for posterity as ethereal video loops on digital film

Available now on @SuperRare 

https://t.co/VHNUGvvWqS https://t.co/YTRjUc2hhv"
3,0,able,6/ We will update this thread further when more information becomes available. In the meantime we hope that all people involved are enjoying their cereal breakfast this morning!
4,0,able,"2/ With each trust-minimized service that Chainlink provides to #Web3, new smart contract verticals can take off. Examples:

• Price Feeds + OCR = secure and scalable #DeFi
• VRF = provably fair and transparent #NFT mints
• Keepers = reliable and automated smart contracts https://t.co/CWMdm1UKuf"
0,0,access,@photosbyswati @TakinShot I admire your thoughts for supporting inclusivity and accessibilities for NFT community. Thank you so much for your kind support. It means a lot coming from you.
