,Topic,Word,Tweets
0,9,ability,"3/ Decentralization has various advantages, but also specific disadvantages for which the NFT space currently does not have a solution. Anonymous people have less of an incentive (or even no incentive at all) to act morally/ethically and to take accountability for their actions."
1,9,ability,"Our PixelSaurs are fun, collectible, diverse &amp; inclusive.

You'll find over 20% of our designs also embrace disability, mental health issues and phobias, which we platform in a respectful way. 🫂

With Tri, YOU can choose these traits!👇
https://t.co/MhGyUSfkpv

#NFT #NFTs https://t.co/bzKsM1D6Ag"
2,9,ability,"PixelSaurus! The RAWRsome Dinosaur #NFT project!

✅ Over 700+ diverse &amp; inclusive designs!
✅ Embraces disability &amp; mental health!
✅ Over 3+ ETH in #NFTs traded! 📈
✅ VERIFIED #OpenSeaNFT account!

ADOPT your PixelSaur...👇
🦖 https://t.co/hJuV9uxwXc
🦕 https://t.co/jk61Izkks4 https://t.co/dK4im02zud"
3,9,ability,"🚀@Infinity_arena is a quality combination of sci-fi &amp; tactical play-to-earn #NFT card game where players search #Zeronium &amp; defeat in combat to earn the reward.

🔸Security &amp; reliability
🔸Low barriers to entry
🔸Transparency &amp; scarcity

🔽 https://t.co/fI5PC9AvAd
#N1L #NewsLead https://t.co/HZir3PHfMP"
4,9,ability,"GM! Gas is SUPER LOW right now! Come and ADOPT a PixelSaurus #NFT and be part of our RAWRsome community!
🔥 Over 500+ diverse designs!
🔥 Embraces disability &amp; mental health!
🔥 Prices from 0.02 ETH!
🔥 FREE QR Code Utility!
🔥 VERIFIED on #OpenSea! 🦕🦖

https://t.co/9gDe9ggcs5 https://t.co/vJrWMmM0Vx"
0,9,accessible,"This was one of our biggest weeks in web3:

✅Minting DAPP completed
✅7 Twitter spaces done &amp; dusted
✅2 interviews in the works 
✅1 team member offer sent

Everyday we meet more folks that share our vision. A world that is accessible, inclusive &amp; equitable for all✊🏽🌈 https://t.co/sdztb6gVt0"
1,9,accessible,Thank you so much @ShanofMohammed for collecting my work. Your support will help me to work on Inclusive NfT platform and make accessible for fellow deaf Artists. ❤️
2,9,accessible,"Can we make our #nft platform more inclusive? Let us make  NFT platform more accessible for artists with disability. 

 #NFTCommunity #NFTdisabil"
3,9,accessible,"goodnight to those who seek to make web3 more inclusive and accessible for all, we see you!"
4,9,accessible,"Thank you #Ceekers  #CEEK 's mission to make the #Metaverse inclusive + universally accessible is evident by our amazing global #ceekarmy  💪 You're the best ❤️🎵 🙏 Happy Thanksgiving 🚀🚀

#CEEKVR #NFT #VR #BSC 
👉🏽 More at https://t.co/oAvCTgp2Bk https://t.co/IRHo5fu0Ml https://t.co/6TabNl2loP"
0,9,actual,"12/ Another account highlighted the below news story, which in actual fact appears much bigger and damning than anyone so far has published. The Twitter/IG handles of NFT were immediately deleted after this news story to bury the evidence
https://t.co/GsIWemPI87"
1,9,actual,5/ Such events make you question who actually “rules the world” and how it’s possible that those that abused the system (e.g. banks) are actually rewarded for that by being bailed out. We have talked about perverse incentives before.
2,9,actual,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
3,9,actual,2/ We actually provided a respectable member of the NFT community earlier today with our wallet address(es) to verify our claims that we never took any money and have never abused our account for any personal gain. We are convinced they will come to the same conclusions.
4,9,actual,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
0,9,access,"🎉 @_SparkGM has partnered with @Arcadegalaxy_, a #P2E arcade on the #Avalanche network.

🎆 #SparkWorld is an innovative new #NFT Launchpad and Hub providing rewarding, engaging and transparent access through Fair Prediction Launches.

🔽INFO
https://t.co/yAbCrChmlR
#SNN1"
1,9,access,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
2,9,access,@TGTOWYT The owner of the Twitter account confirmed that his account was compromised and he currently doesn't have access to it. He contacted Twitter about it. Jpegenthusiast does indeed like to transfer his assets to different wallets (this one 31 times): https://t.co/enNhIckY7s
3,9,access,@lorigraceaz @thehugxyz We’ll be there! Inclusivity &amp; accessibility are our middle names 👏🏽
4,9,access,"NFT tailwinds:

Shrinking... 
👇 interest rates
👇 trust in cash
👇 trust in institutions

Growing ...
👆inflation
👆number of millionaires
👆adoption of crypto
👆adoption of Defi
👆time spent online
👆inventory of digital goods
👆access through tokenization"
0,9,actually,"@TakeoffTone @MGrizzlyBP21 @pixelvault_ @MetaHero_ @wolfdotgame I'll tell ya now I'm not one to blindly trust influencers. We've spent a lot of time carefully selecting our investments and this is one we like and comfortable to be patient on. I actually prefer it that it's taking time, rather that than something rushed. Ppl are too impatient."
1,9,actually,"2/ No word from Marc Andreessen when Jamal Khashoggi was assassinated, but David Horowitz, the father of Ben Horowitz, actually did respond. He seems to suggest that it was completely deserved and the right thing to do: https://t.co/eYnNCtn2Uw https://t.co/YpQhFtXn8n"
2,9,actually,@tw1tte7 @beaniemaxi @pixelvault_ @MetaHero_ @wolfdotgame @punkscomic I don't trust anyone except @greatmando_nft actually.
3,9,actually,"1/ For those people asking why we always come up with ""FUD"" on projects on mint day. We generally have never heard of any of these projects, but we receive currently about 200 DMs per day. We had received between 5-10 about CerealClub and actually more than 5 about Bunny Buddies."
4,9,actually,"4/ Unnecessary to say that these people often have a financial incentive to do so. That will become increasingly more clear: while you think this is a decentralized world, there are actually small centralized groups that benefit the most from the NFT space. https://t.co/HSRvRuUNeI"
0,9,action,"6/ We confirmed Zagabond’s identity via a couple of different sources: blockchain transactions, comparing his voice with an interview that he did a couple of years ago, and tweets with certain key persons such as Whizwang and certain key timings."
1,9,action,"12/ Years ago this was already very well known, but of course no action was ever taken. Everyone benefited was the short-term view, but it ultimately also eroded people’s appetite to pay taxes and their sense of justice. And dirty money and venture capital became more entangled. https://t.co/3HnaloWyJw"
2,9,action,"Many VCs/investors claim to love everything Web3: the transparency, the fact that everyone can participate and no one can be censored/blocked and that transactions on the blockchain are immutable. But they often behave the complete opposite way and they determine Web3's future. https://t.co/I8CiA1WOsY"
3,9,action,"@darrenrovell @DanielitoG25 @TyHaliburton22 It's an exercise of trust between two parties, how i conduct my trading is my decision. The NFT exists on the chain and was transferred on the chain. Payment just arrived later via a transaction on the chain. All it did was reduce the total volume analytics for @BoredApeYC"
4,9,action,"20/ When we deal with (anon) people that we only know via digital interactions, we often fill in the things we don’t know in the most favorable way we imagine. We project our own fantasies to fill in the blanks, which is part of the reason why good people are so often scammed."
0,9,act,"2/ We also did extensive analysis on Beanie's transactions but did not include any of that data in our initial thread. Even though a lot of data is irrefutable, the context/interpretation of why certain transactions have taken place always remains up for multiple interpretations."
1,9,act,"aped in on Les Non Fongible Femmes, an all-female NFT project that minted this week and got little exposure

I'm loving the inclusivity of this 500 token project

just got done talking with the founder, she hand drew these traits then coded and deployed her own smart contract 💁‍♀️ https://t.co/LpMjADKCPn"
2,9,act,"@3thirty3tv If you would have read all the 70 tweets, you would have noticed that we did not mention any specific projects that Beanie was involved in other than MBD (as that project was the link to his identity). We actually put in a couple of disclaimers including: https://t.co/ap0CipmZLC"
3,9,act,@moondust_36 @nftanothersigma @PtiteAngele @NFTethics contact them if they want to work with you. they usually look into pfp projects
4,9,act,"@NFTethics This is the exact same answer you tweeted at me 25 minutes ago. What is going on here? 

https://t.co/xEB1A3RvDy"
0,9,able,"GM #NFT Fam!
Gas is LOW ⛽️🔻!!! 🎉 🦕

ADOPT your PixelSaur and #JoinTheStory! Over 280+ designs to choose from, starting at just 0.02ETH!

You also get a FRE QR Code unlockable!

PixelSaurus is about diversity, inclusivity &amp; fun!

➡️ https://t.co/jk61Izkks4 #NFTs #NFTCommunity https://t.co/zS2Laufjub"
1,9,able,"#ETH goes 📉 #NFTs go 📈
Adopt a PixelSaurus #NFT and be part of the story. We stand for diversity and inclusivity, and have a big, exciting world for you to explore! FREE QR code unlockable with every PixelSaur!

🦕 Bronto: https://t.co/jk61Izkks4
🦖 Rex: https://t.co/hJuV9uxwXc https://t.co/3KXHRvARfw"
2,9,able,@NFT_Awareness @cryptoShields @NFTethics @zachxbt @NFTherder . @TwitterSafety this truly is unacceptable
3,9,able,"It's available in @opensea . Can you find a home for this shot and support Inclusive #NFT? 

https://t.co/V3NchSv1Rw"
4,9,able,"68/ We also urge all relevant authorities and jurisdictions to investigate this individual and his accomplices in their involvement in a large number of very dubious and potentially fraudulent projects and, if applicable, to hold them accountable to the full extent of the law."
