,Topic,Word,Tweets
0,5,accessible,"@areaeighteen We love @HoneyBadgesNFT - actively funding Changemakers and bringing more diverse folk into web3! 

@MMonstersClub are LGBTQ owned &amp; operated, are providing accessible education for marginalised folks 

@MadJellyHQ diverse-led &amp; always advocate for inclusivity &amp; equity in web3"
1,5,accessible,"Thank you #Ceekers  #CEEK 's mission to make the #Metaverse inclusive + universally accessible is evident by our amazing global #ceekarmy  💪 You're the best ❤️🎵 🙏 Happy Thanksgiving 🚀🚀

#CEEKVR #NFT #VR #BSC 
👉🏽 More at https://t.co/oAvCTgp2Bk https://t.co/IRHo5fu0Ml https://t.co/6TabNl2loP"
2,5,accessible,"goodnight to those who seek to make web3 more inclusive and accessible for all, we see you!"
3,5,accessible,"This was one of our biggest weeks in web3:

✅Minting DAPP completed
✅7 Twitter spaces done &amp; dusted
✅2 interviews in the works 
✅1 team member offer sent

Everyday we meet more folks that share our vision. A world that is accessible, inclusive &amp; equitable for all✊🏽🌈 https://t.co/sdztb6gVt0"
4,5,accessible,"We’re doing onboarding different. 

Our Mentorship Program matches mentees to diverse leaders in web3.

And, we’re creating a FREE onboarding course that breaks down web3 &amp; NFTs and makes crypto less cryptic. 

Bc accessible education 🤝 empowered individuals = a diverse #web3."
0,5,absolutely,"@gmhannah You’re absolutely right, the Mellies are of the best, most inclusive and support communities in web3! ❤️"
1,5,absolutely,@UnknownCo123 absolutely! I'm already on mission to educate photography to my deaf community. planning to introduce NFT platform to them and It will make more inclusive ❤️
2,5,absolutely,"Not gonna lie, my experience w @BlockpassOrg has been absolutely horrible. No transparency, horrible UI, &amp; support is a joke — they legit require u to buy “priority pass” to reach customer service. 

Do what u will with this information @yugalabs, @BoredApeYC, @animocabrands."
3,5,absolutely,"Gm frens, trust absolutely no one today. CT/NFT twitter is excellent at trolling and people are gonna have a field day for April fools. 😂❤️"
4,5,absolutely,"Ironically the 2 biggest rules for NFTs are:

 - Make friends with everyone
 - Trust absolutely no one"
0,5,actually,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
1,5,actually,"14/ I then begin to look for clues on who the team actually is. 

I check the chain &amp; find clear ties to two different million dollar NFT rug pulls (first noticed by @NFTethics ) Ancient Cats Club &amp; Crazy Camels.

See below how the transactions tie back to two CEX accounts. https://t.co/KQveVsTwxr"
2,5,actually,"@NFTethics tbf my mistake for fading that part of the thread, actually a v important point"
3,5,actually,3/ Putin has (ab)used a fake version of “democracy” to basically become a democratically legitimized dictator. Russia banned a picture of Vladimir Putin in drag four years ago. We actually think it looks more like the clown that he truly is. https://t.co/UfO1XaWDj6
4,5,actually,"@NFTherder @youbekindtoday FUD stands for Fear, Uncertainty, and Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out."
0,5,action,"🎉 @PolkaFantasy NFT Marketplace is now LIVE!

🎆 #PolkaFantasy is a Japanese NFT cross-chain marketplace and multiverse game that offers diverse functionalities across a cross-chain marketplace with low transaction costs.

🔽INFO
https://t.co/AsMpNbKF7m
#SNN1 #NFT https://t.co/nkXplShhOb"
1,5,action,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
2,5,action,"1/2 - Dear @andy8052, as the founder and CEO of @fractional_art, we noticed that Beanie/GM Capital claims to be an investor in Fractional. Please see the screenshots below on two of his main websites. https://t.co/CuaOtqdvOU"
3,5,action,"I don’t trust words, I trust actions ☯️ 🛸   #digitalart #nftart #nft #NFTCommunity #illustration #art #galaxy #quoteoftheday #trust 
Artist @wearelivingart5 https://t.co/5qg1f6oK6n"
4,5,action,"2/ We also did extensive analysis on Beanie's transactions but did not include any of that data in our initial thread. Even though a lot of data is irrefutable, the context/interpretation of why certain transactions have taken place always remains up for multiple interpretations."
0,5,able,"19/ Next on the list is a profile named “ZLOVE11”. Via some blockchain transactions, an IG profile and a website, we were able to find this person’s identity, which could be a friend of one of the BAYC founders as he resides in Miami. https://t.co/pu20h0ZPCo"
1,5,able,@youfoundtessya Women can do what they want. They are able to everything unfortunately our parents educated us to be quiet and pretty. A good girl. And we have to educate the next generation with equality between girls and boys and give more confidence to our girl about theirs capacity
2,5,able,@NFT_Awareness @cryptoShields @NFTethics @zachxbt @NFTherder . @TwitterSafety this truly is unacceptable
3,5,able,"69/ Instead of competing with each other, we hope the NFT space is able to come up with new and innovative self-regulating mechanisms to create an ethical blockchain and ecosystem that doesn’t reward perverse incentives."
4,5,able,"🚨 Road Map 🚨

1/2 The Not Dolls will be more numerous
 Because we all have to put up with reminding our daughters that they have a voice that they aren't just beautiful
Who are capable of all and deserve respect and equality

https://t.co/3ofcsfORxY https://t.co/Jn3KzImP5t"
0,5,ability,"Our PixelSaurs are fun, collectible, diverse &amp; inclusive.

You'll find over 20% of our designs also embrace disability, mental health issues and phobias, which we platform in a respectful way. 🫂

With Tri, YOU can choose these traits!👇
https://t.co/MhGyUSfkpv

#NFT #NFTs https://t.co/bzKsM1D6Ag"
1,5,ability,"PixelSaurus is a fun, collectible #NFT collection with diversity and inclusivity at its heart. We also embrace disability, mental health issues and phobias. Almost 3 ETH traded &amp; VERIFIED on #OpenSeaNFT! 🔥

🦖 Rex: https://t.co/hJuV9uxwXc
🦕 Bronto: https://t.co/jk61Izkks4 https://t.co/CFShEpmhNb"
2,5,ability,6/ This starts to get more problematic when a company like Yuga Labs (valued at over $4 billion) already raised so much money and is expected to raise even more this Saturday (some claim $840m in total proceeds). It is quite unprecedented to do this with so little accountability. https://t.co/XI9ixLrKe1
3,5,ability,"GM! ☀️ Mint YOUR PixelSaurs and join the story!
🔗 https://t.co/AibesNcvw9

💎 Fun, family friendly &amp; inclusive!
💎 Embraces disability &amp; mental health issues!
💎 5 x Innovative Utilities!
💎 Safe &amp; Secure #nft minting!
💎 Trademarked &amp; #OpenSeaNFT VERIFIED!

#nfts #dinofam #rawr https://t.co/FPzKB9jhfy"
4,5,ability,"What’s it like to launch an NFT collection? This Monday, we’ll be hearing from 4 founders about their projects that address issues like climate change and food inequality to disability awareness and inclusivity. @morewillie @dumbfoundead @pauuzzo @edballoon. Mark your calendars! https://t.co/9hwSVKT0OR"
0,5,act,@NFTsAreNice Yeah idk wtf is up with them. But yall can follow me for legit exposees and factual news about nfts and cryptos. Unlike nft ethics if I'm wrong I'll admit it.
1,5,act,"Slowly getting through my 30 giveaways! For transparency, here are the transactions for the ones that involved transferring an NFT.

https://t.co/AlPZB1cpUs
https://t.co/iCefw6QoQA
https://t.co/i78JinsEh1
https://t.co/zdlnbs4skl
https://t.co/nesDb7DND0
https://t.co/bxXIsh4Wyy"
2,5,act,"2/ After we posted that we would expose some scam rings in Dubai (where you live), you decided to close the Discord for any new members. Did you know that one of the characteristics of Web3 is that everyone should be able to participate and there should be no “gatekeepers”? https://t.co/yIcBVUJt2O"
3,5,act,@nftjorge @zachxbt @NFTethics Exactly this.
4,5,act,"3/ Some claim that this is especially disturbing since a @GalacticApesNFT genesis holder recently offered 200 ETH to buy the project, while it now seems to have been “handed” over for free. No (proper) explanation has been provided as to why they thought this is a better option."
0,5,access,@lorigraceaz @thehugxyz We’ll be there! Inclusivity &amp; accessibility are our middle names 👏🏽
1,5,access,"10. Why is that bullish for NFTs? Well tokens can act as a gateway for events. Things like VIP benefits, skipping queues (trust me there were a LOT of queues), access to celebrities, limited edition merch..you name it."
