,Topic,Word,Tweets
0,4,actual,"2/3 He actually pointed out the same issue with LarvaLabs earlier than we did yesterday, and even seems to indicate that that was the reason that LarvaLabs didn’t dump all their 1000 V1 Punks because they got caught out by him. https://t.co/FllJ19V1Y3"
1,4,actual,"@NFTethics tbf my mistake for fading that part of the thread, actually a v important point"
2,4,actual,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
3,4,actual,"@TakeoffTone @MGrizzlyBP21 @pixelvault_ @MetaHero_ @wolfdotgame I'll tell ya now I'm not one to blindly trust influencers. We've spent a lot of time carefully selecting our investments and this is one we like and comfortable to be patient on. I actually prefer it that it's taking time, rather that than something rushed. Ppl are too impatient."
4,4,actual,"5. That analogy can be transposed to NFTs. If punks or apes go lower, I'm fine holding and actually likely to buy more. I trust the devs. When XYZ pump project goes lower in a bear mkt I'm literally fucked, because I probably won't even be able to sell it and it'll feel rly shit."
0,4,active,"17/ The so called “big lie” is a tactic that Beanie frequently uses: ""a lie so colossal that no one would believe that someone could have the impudence to distort the truth so infamously"". Anyone who doubted his words, was actively banned by him and his team. https://t.co/54BPxX9EB6"
1,4,active,"3/ They are often influencers with large followings: Farokh, Deeze, Ohhshiny (who blocked us - more about that next week when we discuss all the billionaires active in the NFT space), and they did lots of interviews with all of them. https://t.co/XcXCA7Wwcb"
2,4,active,"Many prominent people active in the NFT space who frequently say “WAGMI” and “Care for the community”, really mean: we need everyone to believe this so that they fill up the liquidity pool that I want to drain. 

They claim to like decentralization, but only for selfish purposes."
3,4,active,"@SerpentAU The whole gaming/esports scene is completely corrupt(ed) and many of those people are currently active in the NFT space. All pretending to be honest (you exposed Kquid for cheating), but you turned out to be the biggest cheater yourself and denied it first. Very hypocritical. https://t.co/yvanUeMPPX"
4,4,active,We push active users of the NFT Community and if you want my attention you should bid on one of them. Their celebration will alert all of us and it’s your fastest way to traction here. Trust me 💎
