,Topic,Word,Tweets
0,13,act,"So I’ve set up a seperate Twitter account that just tracks NFT data/stats.

I follow these 3 accounts so far that tweet abnormal NFT activity. No one else.

Feed = No noise, no bias opinions, just facts. https://t.co/ZSR6gtfnum"
1,13,act,"🎉 @PolkaFantasy NFT Marketplace is now LIVE!

🎆 #PolkaFantasy is a Japanese NFT cross-chain marketplace and multiverse game that offers diverse functionalities across a cross-chain marketplace with low transaction costs.

🔽INFO
https://t.co/AsMpNbKF7m
#SNN1 #NFT https://t.co/nkXplShhOb"
2,13,act,"1/ A quick update on MontanaBlack who in actual fact seems to have &gt;20 million followers on all kinds of platforms. The story shows how many of these scam rings operate. There is always someone in the background doing the ""dirty"" work functioning as the intermediary and fall guy. https://t.co/SVtpeby664"
3,13,act,"@NFTethics This thread looks good so far. I will be very interested to see who it is that exactly is getting all this money. I did not trust coinbase when it first started, and neither should anyone. Coinbase will capture so many regular people and trap them in a centralized hole."
4,13,act,@NFTethics ok. This might be a factual account of what happened. But let's consider that the USA's laws on securities/tokens/crypto is totally bullshit and we don't really have laws or good guidance. Back then they didn't even really say it was taxable.
0,13,actual,"FUD stands for Fear, Uncertainty &amp; Doubt. Maybe the NFT space could actually use a little bit more of that and use it as an incentive to find mechanisms to get rid of all the bad and nefarious actors in this space. Ironic that we are constantly called out https://t.co/R5eRU4VBXV"
1,13,actual,"Chainlink VRF brings new levels of transparency to #dApps requiring RNG.

With #Chainlink VRF, @ChimpySwap can now prove that winners of Mega Chimpy drawings are actually chosen at random and that each #NFT minted in its upcoming drop is verifiably rare. https://t.co/5bpfTt5RV8"
2,13,actual,2/ We actually provided a respectable member of the NFT community earlier today with our wallet address(es) to verify our claims that we never took any money and have never abused our account for any personal gain. We are convinced they will come to the same conclusions.
3,13,actual,@web3love @NFTethics @NFTherder They didn’t prove anything. I’ve already proved them wrong. Nothing they posted shows any actual shady activity with my charity. They also used clips from a fake website that someone bought my name domain and wrote what they wanted to write about me and my kids. Literally 0 facts
4,13,actual,"@Fitz01_eth Insider trading can have many different forms. Our statement is quite factual: if you don't know who the owners of a company are, they can never be accused of insider trading. It's interesting with the news today about LooksRare and the amount of money that went to TornadoCash."
0,13,actually,"1/ Multiple sources confirmed to us that Mark Cuban's @NFT IG team actually created NFTs for the celebrities that they worked with. They would share the profit 50/50 and the celebrities didn't have to do anything. @NFT hired the artists, ran the Discords and did everything else. https://t.co/qfxoeK8t4f"
1,13,actually,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
2,13,actually,@elgatonegro01 @NFTethics just this actually exist. most ppl are sending their eth to the same teams over and over again based on unreal promises.
3,13,actually,"2/ No word from Marc Andreessen when Jamal Khashoggi was assassinated, but David Horowitz, the father of Ben Horowitz, actually did respond. He seems to suggest that it was completely deserved and the right thing to do: https://t.co/eYnNCtn2Uw https://t.co/YpQhFtXn8n"
4,13,actually,"@NFT_Guru I don't understand why an influencer needs to remain anonymous. It's definitely okay and its their choice, but it helps build trust when you can actually know they are a real human"
0,13,action,".@bapesclan so much for stepping up and respecting the NFT community, and actually hearing out questions. The success or failure of your project directly correlates with the actions you have taken over the last 5 days and it shows that people should not trust you to deliver"
1,13,action,"@j1mmyeth @nft42_ Yes, you did and provided proof that this transaction was a bundle deal that didn't show up at OpenSea as such, but was completely legitimate. Thanks!"
