,Topic,Word,Tweets
0,2,able,"Good morning fam!

My 25th collector is @brijessh . Thank you so much for joining with me to advocate inclusivity in NFT space! 

Those who hold this art will get a chance to learn sign language to bridge the gap between deaf &amp; non disabled communities.

who is joining with me? https://t.co/gYXGkftvQC"
1,2,able,"23/ Higher tax rates have incentivized more people to consider offshore tax havens and/or countries with favorable tax regimes at the expense of “average people"" that don’t have the job or financial means to make it worthwhile."
2,2,able,There are so many fake people in the content creation space. It genuinely sucks not being able to trust most people around you.
3,2,able,"#Chainlink trust-minimized services enable #DeFi and #NFT developers across the #multichain ecosystem to build more advanced dApps.

Explore today’s integrations across #Arbitrum, #BNBChain, #Polygon, and #Solana 🧵👇 https://t.co/Xc7uIlT0Ra"
4,2,able,"14/ Before answering that question, we first explain how we were able to discover his identity. We have to go back to a project called Monkey Bet DAO by “Invariant Labs” (IL) that Beanie says he invested a ""very small"" amount in. That could not be further from the truth. https://t.co/OWDhS4kPk1"
0,2,accessible,"We’re doing onboarding different. 

Our Mentorship Program matches mentees to diverse leaders in web3.

And, we’re creating a FREE onboarding course that breaks down web3 &amp; NFTs and makes crypto less cryptic. 

Bc accessible education 🤝 empowered individuals = a diverse #web3."
1,2,accessible,"55/ According to the website of Huntingdon (using the Wayback Machine which has proven to be still a very valuable tool), he was also an investor in InvestFeed, a website that is currently not accessible anymore as it is investigated by The Financial Commission. https://t.co/b2oa7OSZHQ"
2,2,accessible,"PixelSaurus is an #NFT collection for the whole family to collect. Our fun, non-generative designs are diverse and inclusive and our 2 collections are priced from just 0.02 &amp; 0.03 ETH, to make them accessible. We’re also verified on @opensea! #NFTs 

🦕🦖 https://t.co/9gDe9ggcs5 https://t.co/bNzyyIwtJc"
3,2,accessible,"Can we make our #nft platform more inclusive? Let us make  NFT platform more accessible for artists with disability. 

 #NFTCommunity #NFTdisabil"
4,2,accessible,@NFTDefense @GB_301 Multiple people also mentioned that the Haus Discord is only accessible for holders and that Assa blocked/banned people. Not very Web3 to say the least. https://t.co/HmX62yKzKB
0,2,actually,"The Fame Lady Squad Saga: Transparency and a Reboot for a Women-Led NFT

Written by @hollydmoore 
August 30 2021

When it was discovered that a $150 Million ‘women-led #NFT was actually run by some Russian guys.

""Importance of #community &amp; #transparency!""
https://t.co/RWG5v25Mae"
1,2,actually,"Even when you think everything with a project is going well - it's still possible that things are wrong with the underlying smart contract and that the art/metadata is actually centralized on a website that is about to expire. A technical rug?

https://t.co/3yi82PAf5L"
2,2,actually,"@NFTethics tbf my mistake for fading that part of the thread, actually a v important point"
3,2,actually,"12/ To be fair to Beanie, he actually contributed in many ways to the NFT space. His tweets were intelligent and engaging about interesting projects, and nothing compared to what we currently see with scam rings using the “Follow, Retweet &amp; WL/Giveaway”, incentivized by greed."
4,2,actually,2/ We actually provided a respectable member of the NFT community earlier today with our wallet address(es) to verify our claims that we never took any money and have never abused our account for any personal gain. We are convinced they will come to the same conclusions.
0,2,access,"@isaidelgoley Thank you for what you are doing.. How about inclusivity in NFT space? many artists with Disabilities aren't having access since they depend on sign language. 

What will future look like for inclusive platforms? we need our voice to be heard too."
1,2,access,"Good Evening fam! 

@Tibalism collected my edition today.  He is joining with me to advocate inclusivity in NFT space and make them more accessible for artists with Disabilities. 

21 editions are collected. ❤️ Quite a long way to go! 

who is joining with me for the mission? https://t.co/pgpXKVGQzs"
2,2,access,@zachxbt @NFTethics @fRiENDSiES_Ai Would you have a problem with this if it was disclosed by each influencer? I also believe there was an additional NFT you could have purchased that gave you access to this which I thought was reasonable. Doodles is one of many projects where influencers were given mint passes too
3,2,access,@lorigraceaz @thehugxyz We’ll be there! Inclusivity &amp; accessibility are our middle names 👏🏽
4,2,access,"@EstherKuforiji We're here to take up space and share ourselves! 

We're on a mission to support &amp; create diverse leaders in web3 &amp; beyond. Each Changemaker NFT provides access to:

✅Web3 Onboarding Course
✅Intersectional Leadership Training
✅Mentor Matchmaking
✅Community of change-makers https://t.co/SRJaKnGHMw"
0,2,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 500+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #GoodMorning
➡️ https://t.co/jk61Izkks4 https://t.co/SdIqJIFXao"
1,2,ability,"For all the thousands of people that like, retweet and follow all the NFT projects that TheJenus promotes, we here share you the rates that that they charge. Zero effort, zero accountability - only interested in $.

We talked about perverse incentives in the NFT space before... https://t.co/o9NvLZ40BO"
2,2,ability,"🎉 @hellofamwines integrates @chainlink's VRF to add a layer of fairness and accountability to their new project that combines real world physical assets with digital NFTs.

🔽INFO
https://t.co/T1gVxHjj9R

#SNN1 #NFT"
3,2,ability,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/KQoNsMrzMH"
4,2,ability,I don’t have any spicy takes on today’s news but I will defend the notion of anonymity in Web3. There are so many working anon here for many reasons including personal safety &amp; the ability to navigate the space without the bias that may follow their intersecting identities.
