,Topic,Word,Tweets
0,6,action,"GOOD MORNING PEEPS -- WAKE AND BAKE ;) 
Who's ready for some fun today ? 
Fuck yea we back in action baby !

Shits going down today and you don't want to miss, Trust !!! NOTIFICATIONS ON ?  If not ur sleepin ;) 
#NFTGiveaway #FreeNFTs #WhitelistGiveaway #NFTCommunity #WeedLovers https://t.co/OM1G9wsJhR"
1,6,action,We push active users of the NFT Community and if you want my attention you should bid on one of them. Their celebration will alert all of us and it’s your fastest way to traction here. Trust me 💎
2,6,action,20. Be suspicious of ALL links you click. Best thing to do is have one device for social media etc and one device for just your crypto transactions. Don't trust ANYONE. Remember people are often imposters. Always triple check who you're speaking to. Don't open any files.
3,6,action,"5/ We call it TRUSTH and it stands for Transparency, Trust and Truth. Trust refers to your digital actions on the blockchain, Truth refers to your digital words on social media, and Transparency pervades both. They are all (inter)connected."
4,6,action,"21/ We always said that actions always speak louder than words, whether they are digital or physical, and we are of course willing to have this verified."
0,6,absolutely,"Ironically the 2 biggest rules for NFTs are:

 - Make friends with everyone
 - Trust absolutely no one"
1,6,absolutely,"@gmhannah You’re absolutely right, the Mellies are of the best, most inclusive and support communities in web3! ❤️"
2,6,absolutely,"Not gonna lie, my experience w @BlockpassOrg has been absolutely horrible. No transparency, horrible UI, &amp; support is a joke — they legit require u to buy “priority pass” to reach customer service. 

Do what u will with this information @yugalabs, @BoredApeYC, @animocabrands."
3,6,absolutely,@isabellaarnao @NonFungibleRing absolutely.  just give us time to rebalance our rights and possibilities and I hope on the contrary that men will help us to build this path of equality. 💪🏼♥️
4,6,absolutely,"Gm frens, trust absolutely no one today. CT/NFT twitter is excellent at trolling and people are gonna have a field day for April fools. 😂❤️"
0,6,active,"3/ We have not been active in BapesClan Discord, but listened to limited parts of a couple of Twitter Spaces and did some online research as well. The high mint price is always by definition a red flag, especially for a project that claims to do everything for their community."
1,6,active,"3/ Fun fact: Katie Haun received an NFT as a birthday gift from Elena Silenok, who is also quite active in the NFT space and the wife of a16z's Chris Dixon. Katie Haun is also still a board member of both OpenSea and Coinbase (as is Dixon, there are deep ties between a16z &amp; CB) https://t.co/GBfzLD8okf"
2,6,active,"33/  The first traces of Beanie online were when he was active in the TV pirating business more than 20 years ago. As the owner of https://t.co/k6MXs6qgrI, he was selling devices designed for the surreptitious interception of satellite communications. https://t.co/LSAhVIexGN"
3,6,active,"Many prominent people active in the NFT space who frequently say “WAGMI” and “Care for the community”, really mean: we need everyone to believe this so that they fill up the liquidity pool that I want to drain. 

They claim to like decentralization, but only for selfish purposes."
4,6,active,"@chief_NFT @bears_deluxe A game, vx and $honey all on the way. Plus an extremely solid community and active transparent dev team"
0,6,act,Dear Amir (@mondoir) - a quick reminder to let you know that your company accounts are overdue. Just letting you know in case you don't have an accountant or they were not able to contact you. Always happy to help. https://t.co/g5lCAxKnNi
1,6,act,"6/ Or are there certain characteristics that should serve as a red flags, in the same way that spam filters detect spam. There are so many projects coming out each day and alerting people is time-sensitive. After mint, it is not relevant anymore. That always is a trade-off."
2,6,act,"@inflammable_eth @mysavagedogs Twitter doesn’t give enough character to explain how bias, discrimination and marginalisation works but they’re here and thriving sadly."
3,6,act,Many scam projects have the same mod teams active on all their Discords. They are part of the team and in most cases (e.g. HypeBears) received free mints. It's interesting to see that they generally all immediately flipped these on OS: that's how much they believe in the project. https://t.co/OLF6KouaQb
4,6,act,"2) As far as we know, we're the first NFT project to provide actual training &amp; development to create the next generation of diverse leaders.

It was important for us to combine the power of web3 and NFT's with real-world impact. 

Now, let's take a look at the Curriculum:"
0,6,actually,2/ We actually provided a respectable member of the NFT community earlier today with our wallet address(es) to verify our claims that we never took any money and have never abused our account for any personal gain. We are convinced they will come to the same conclusions.
1,6,actually,"@cryptoShields @NFTethics @jwilliamsnft We actually disagree here, and is why we have fully doxxed our founders. You do have a very significant impact on the statements made about projects. Obviously the work we all do comes with risks, but being doxxed eliminates any concerns about any other intentions"
2,6,actually,"16/ Since people have become more hesitant about projects with non-doxxed founders, these scam rings now often pay “puppets” that pretend that they are the “founders”, so that naive people think that the founders are actually doxed."
3,6,actually,"Even when you think everything with a project is going well - it's still possible that things are wrong with the underlying smart contract and that the art/metadata is actually centralized on a website that is about to expire. A technical rug?

https://t.co/3yi82PAf5L"
4,6,actually,"3/ Other people also found connections between the 2 projects. We saw that yesterday an article was published that said that we were paid to publish FUD and that we are unethical.

It actually looks like someone paid to make it look as if we were wrong.

https://t.co/T4PXr56HMF https://t.co/ZdkJq5WQE3"
0,6,access,"A quick reference to the explanation of the OpenSea hack and how to revoke access to your NFTs.

https://t.co/lgWLeZcT9C"
1,6,access,"🔗 @PandoraInvasion is integrating @Chainlink VRF to access verifiably random, tamper-proof numbers to fairly distribute and upgrade in-game #NFT Champions, helping create a more transparent and exciting gaming experience for users.

🔽DETAILS:
https://t.co/5US5V7jk2X

#ERC20NEWS"
2,6,access,"🎉 @_SparkGM has partnered with @Arcadegalaxy_, a #P2E arcade on the #Avalanche network.

🎆 #SparkWorld is an innovative new #NFT Launchpad and Hub providing rewarding, engaging and transparent access through Fair Prediction Launches.

🔽INFO
https://t.co/yAbCrChmlR
#SNN1"
3,6,access,"@annemckinnell I'm so honoured to know about you and your father.. It's so inspiring. ❤️🙏

we are trying to make this NFT space more inclusive and accessible for deaf community ❤️"
4,6,access,"@RevMacLive We using 10% of mint to support BIPOC LGBTQ+ folks, providing grants for wellbeing needs, startup funding &amp; more. Holders also access diverse leadership training.

We also recommend you check out @HoneyBadgesNFT, pioneering philanthropy to fund change-makers across the globe."
0,6,ability,"Be part of a fun, diverse &amp; inclusive #NFT project that also embraces disability &amp; mental health!

🌈 Less than 300 #NFTs to mint!
🌈 VERIFIED on @OpenSea!
🌈 0.05 ETH (Gas Saver)
 
Mint YOUR PixelSaurs!👇
🔗 https://t.co/AibesNcvw9

#OpenSeaNFT #nftcollector #nftopensea @pranksy https://t.co/bTjwyeR53z"
1,6,ability,"@TorBair @GuyZys @Irenezhao_ @SecretNetwork i think for a lot of NFT art, people view the full auditability and transparency of the asset as a positive

i do think this will change as we have different kinds of NFTs over time (going beyond art), but why does it need another network?"
2,6,ability,"3/ Decentralization has various advantages, but also specific disadvantages for which the NFT space currently does not have a solution. Anonymous people have less of an incentive (or even no incentive at all) to act morally/ethically and to take accountability for their actions."
3,6,ability,".@DegensFarm integrates #Chainlink Price Feeds to accurately determine price-based boosts that increase the probability of breeding rare #NFT creatures. Chainlink ensures the calculation powering NFT generation is tamperproof &amp; transparent for all players.
https://t.co/ks2JELCpIA"
4,6,ability,"Assure DeFi were the Pioneers of the #KYC #NFT 💃🏼

Our newly designed #NFTs show your community that you not only value transparency but consider accountability to be a vital component of any new #crypto project, it's 🔑

Get ASSURED✨✅™ 
https://t.co/XV7RmecIXK

#DeFi #crypto https://t.co/n4DKB2hwd3"
0,6,able,"PixelSaurus! Fun, collectible Dinosaurs which also embrace diversity and inclusivity! Over 200+ designs currently available - each with their own backstories, roles, regions and pronouns. 🦕 #NFT #NFTShilling
➡️ https://t.co/jk61Izkks4 https://t.co/qu6tZxlPOJ"
1,6,able,@zachxbt @NFTethics @fRiENDSiES_Ai Would you have a problem with this if it was disclosed by each influencer? I also believe there was an additional NFT you could have purchased that gave you access to this which I thought was reasonable. Doodles is one of many projects where influencers were given mint passes too
2,6,able,"@0xQuit Many people are often not able to predict in advance which projects are ""going to help us build"", certainly not when the founders are undoxxed. Less or no money upfront means less incentive to scam, and almost no liquidity drain. Now it's 0% risk for founders, 100% for holders."
3,6,able,"@iamDCinvestor Ya, but LL could’ve sold to Hasbro one day too.

Instead, they chose Yuga. And if you love and trust LL so much, don’t you trust their judgement and decision to entrust Punks to Yuga? 

Change is inevitable. And in LL’s eyes this was change in the right direction."
4,6,able,"We never endorse projects, but both @GoGalaGames and @BT are very reputable and their involvement in the NFT/Web3 space is beneficial to all.

We hope that any new players will choose the influencers that they want to work with very wisely in the future.

https://t.co/nmYo9yxYeO"
0,6,actual,"10/ As an important player in the crypto/NFT space, do you think that MoonPay should (continue to) provide a service that actually makes transactions less transparent? It is now for example not possible for us to see if/how much Gwyneth Paltrow paid for her Bored Ape."
