,Topic,Word,Tweets
0,22,trust,"@MickJayPlays @OccamRustySpoon @Beartruck1 @jasonschreier If that's the case, explain the enormous amount of art theft in the NFT community. The on-ramp for NFTs is a security hole that you can't plug, and it means that you can never fully trust the blockchain. It doesn't matter how robust your concensus is if blocks can lie."
1,22,trust,"@ChubertTS @veerman @shane_donohue_ @hakuwho @Libruary_NFT @nbatopshot @dallasmavs @warriors Let's agree to disagree: 

I trust in TS to strike a balance between the OG's w/ bottlenecks &amp; the new users who @nbatopshot has prioritized to collect team moments via marketing packs this way

You'll get your boost/perks! 

But collecting crap moments to get the nice✅ain't it"
0,22,thing,"There is a huge problem of recency bias in the nft space. 

Unless the project is BAYC, if it hasn't done anything in the past few weeks, people are tempted to forget it and just hop on to whatever is the current hot trend.

1/x"
1,22,thing,"@_AskNemo @garyvee Screw that guy.  The VaynerSports mint was disaster that pulled out over 25M in equity from the eth NFT market this week.   His team didn't do the simplest things like us the 721A/Azuki contract for minting, etc.   Keep him away from Cardano."
0,22,pull,@TheNFTWatchdog @y3ahright @Twitter @Jitcoin_ @NFTethics @rugpullfinder @cryptoShields Can we do the same for @Samd0rsey0ffice he pulled a project called Mutant Kongz and I got receipts Mike is now Sam 🤬 https://t.co/xkGJPGLXq1
1,22,pull,@kotreztwins14 @Naba62816117 @M3ta_Ap3 @BabyElonNFT @baseball_10_may @5kinlin @Jleast_5790 @GraphicsRaba @nft_hanan @rugpullfinder @NFTethics Speaking fact and they stil have  not answer
0,22,away,"@taLiMa_215 @BothTeamsNFT @NFTethics If you spent a day in the discord you would understand that they are very active, the team treats me better than most projects out there (they giveaway things like game tickets or jerseys every week). If you haven’t spent some time in there please stop spreading Misinformation"
1,22,away,"@AvaxGhost Thank you for the opportunity this is excellent project for the future with strong team, a transparent, planned and project

@Rahmatdony7 @CryptoAngel18
@crypto_dicky

Discord : Kingamino#2603

TG : @ Kingamino17

#NFTGiveaway #AvaxGhost #Play2earn #Giveaway #Airdrop #nft"
0,22,list,"@JRNYcrypto Not yet, whitelist gettins are hard and gas is insane at minting. Also missed BAYC, remember thinking about pixelbears hmmm? it was insane to pay few  K for a unknown NFT and trust everybody. would of made a mill.. bummer. So not yet!"
1,22,list,"Okay, @AlphaSquad_NFT listed is at 88 and fp of 1.38. 

Floor will pump soon as the value provided for holders will have diamond handers. 

seems bottomed out. I have 1 listed and 1 holding for full transparency. https://t.co/B7NEokhZI1"
0,22,project,"@funky_punks This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. 💥💥
@alokabisf1
@VictorJ17891916
@Rajneshsoni
#NFT #NFTCommunity #nftcollector #NFTGiveaways #SolanaNFT 
76UKxAFcaWFUFkywSKwwnnzxC7hqWJp6fLgV3ksQEThF"
1,22,project,"If you’re an influencer and you want to get into the NFT space, you don’t get in by starting your own project. You gotta buy in, hold, sweep some floors, and give back… a lot. This is money that gains you an organic trust, and pays you back in the long run."
0,22,said,Hope the crypto/blockchain/nft space doesn’t replicate the same bias then all other industries. This tech suppose to make real change yet I see the same old behaviour creeping in. My boy said it @marcustroy Humans gonna human.
1,22,said,its so crazy months ago one of yall favorites said my art as nfts was just some cool cd covers... and now im a Art Director for very big Music NFT project that drops on Monday... mane dont ever let anyone shoot you down.. Stand Tall and Mount Up.. Trust your art.
0,22,didnt,@Paddy_Stash @brandonmighty @iamcfw @mondoggg @DesLucrece @ZackRitchie5 @GxngYxngNFT @jakethedegen @tiffatronn @whatisrealart @grelysian @marloljohnson @ilyakazakov @osf_nft @JeyRamm @Waxbones @luispon_c @proof_xyz Thats true. 888 was also notorious for not delivering ANYTHING he tweeted out about “doing”. Just like his platform that never launched. He also didnt have a roadmap of established artists already confirmed to take part of his drops the way alphadoggg does.He just said “trust me”
1,22,didnt,"@NFTethics @TheSandboxGame FML

I have two Occulus sitting in a closet (Too distracted to return them yet) because FB is REQUIRED to use the platform...didnt know that before I bought the product.

I hate that Sandbox would sell to those jackals."
0,22,rug,"Stronger kyc process is required (as a step) to protect the community and supporters from rugs. 
Todays balloonsville lesson hopefully will be well learnt both by @MagicEden_NFT and @fractalwagmi
 
Trust must be gained back asap
#balloonsville
#NFTCommunity"
1,22,rug,"@NFTethics and @rugpullfinder are an embarrassment and I’m glad to tag them, let them know they tried to bring down a Goliath. The real ones never doubted you (&amp; the entire Bapes team) for a second Douglas! #TeamDouglas #bapesclan #bapesoverall #bapestakeover #vibewiththetribe"
0,22,say,"@CarlosR @G2esports We don't have all the info in all fairness, but you kicked down the door of 2022 saying it was your year with a video called ""Our Way"" just for ""Our Way"" to be the same copy-paste NFT project everyone is trying to do right now. kinda disappointing coming from my favorite LEC org"
1,22,say,@iinexon @Shelbysugarmav0 @davewetttaa @basicmaik @Sneakyrxseee @SaveVidBot Mach’s nd noch schlimmer i lost my metamask trust wallet it got hacked and i need help on my essay that i have to write and i was banned from twitter and no one is buying my nft and my instagram got hacked i am also looking for a tshirt and graphic designer and all of my nfts
