,Topic,Word,Tweets
0,15,claim,@JoeMamaLuvzNFTs @thaka_gopal_ Best way to avoid being scammed by someone claiming to make “original” art is to just screenshot the piece in question &amp; do a reverse img search on google. Sucks that we can’t just trust the artist but the nft world is still the wild west and its up to the community to police it.
1,15,claim,@CROAKZ_ @sartoshi_nft @0xMcGill Hey I have a croakz but not able to claim it from trust wallet- please help @CROAKZ_
0,15,land,"@dego_finance @TreasurelandNFT This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. Don't Miss Guys! 🚀🔥

@AkbarHerdiansy7  @2xyzpe  @afnn062 

#DEGO #NFT #Metaverse #ETH 
 #TreasurelandNFT"
1,15,land,"EQUITY OPPORTUNITIES IN HEGEWISCH CHICAGO @UplandMe #upland #BeOG
https://t.co/D42bu2MWOd
#Chicago #hegewisch #metaverse #nft #metaproperty #metacommunity https://t.co/COCocVZA60"
0,15,world,"The world will never fall silent in the face of atrocities; of crimes against humanity. These NFT snippets reveal the indiscriminate killing of men, women and children. We have a moral duty before God to  speak out against oppression, evil and injustice."
1,15,world,"In a world of transparency, we must properly protect ourselves from outside harm.
Self-protection must come first. Beep Safe!!🔍

🚀https://t.co/8QM3ErJid8
🤖https://t.co/hz3kxLJj24
🔥https://t.co/xBEsmqSIDo

Bad Face Bots #2605

#BadFaceBots #NFT #BFBS #botsfollowbots #beep https://t.co/lFKb3UqVKx"
0,15,fact,"While the message of this specific NFT group may seem nice due to it striving to be inclusive and to empower women, it doesn’t change the fact that NFTs are damaging to the Environment and have a high energy cost. I love Bryce, but I just can’t support this. I’m sorry."
1,15,fact,"Shamanz NFT is basically a Good vibe only Project (GVO) and trust me the community has proven to uphold the reputation of this project. 

Not to forget the fact that the team are completely doxxed and always have it's community at heart."
0,15,social,"@BobApposite @Jxrdan_NFT @KayeSteinsapir The whole concept of "" cancel"" culture was invented by the R wing to gaslight the social response to their racism, bigotry, and misogyny. I'm not saying it doesn't have (due) consequences. It's funny how it ""matters"" when its white people in power."
1,15,social,@FreeGuys_eth wow i honestly wasnt expecting this level of transparency and I appreciate it. Consider me more of a holder than ever. It's still such a cool concept for an NFT project and partnering with the innocence project could have real-world social benefits
0,15,trust,"@BabyFrogio @InterFiNetwork I will now fully trust this project! I love the concept and all. I am anticipated to sweep the BabyFrog #NFT. This is makes more exciting!!

#BSCGem #BSC #NFTCommunity #DeFi"
1,15,trust,"I believe the JOJO’s price will start go crazy in the 3rd phase.
Dont trust me, the the process 🐥🐥🐥

@JOJOMetaverse #jojo #jojoarmy #Metaverse #nft #p2e #defi @Fate_Origin #JojoMetaverse #GameFi #NFTGaming #BlockchainGaming"
0,15,piece,"Gm🍷🤟
Today I'll show you the last artwork of my Kinky Nightmares art series that will be available for bids on KnownOrigin in 8 hrs. And trust me, that NFT piece is extremely hot 🔥 https://t.co/LC5SySWCiF"
1,15,piece,"The #NFTs has held steady over past week despite declining #cryptocurrency markets. week's #NFT segment, we'r  going to  look World Of Women - a first-of-its-kind collection featuring 10K #artworks diverse women Segment  brought to u in partnership with #NFTdata and #Masterpiece."
0,15,mean,"Don't worry my #HederaNFT family.
CREETS is never going to rug you.
I mean, just look at this face.
THIS is the face of someone you can trust.
Puts you at ease, doesn't it? 😊
#HBARNFT #CREET #NoRugHere https://t.co/tRnlpp9FPN"
1,15,mean,"On-chain, out-of-the-box treasury management.

Flexible and transparent tech. 

Over time, I think programmable treasury infra like @juiceboxETH will become increasingly go-to solutions for NFT projects. Let's explore what I mean in today's post! 

https://t.co/RZYxpUOM9k"
0,15,nft,"Legit can’t wait for the day when my NFTs start selling 🙏🏼 gotta trust the slow process. #NFTCommunity #nft #nfts #OpenSeaNFT 
https://t.co/BlCVEzdViw"
1,15,nft,@shirararakansu sorry to hear about that! however lost my metamask eth with trust wallet browser seed phrase i need help with this essay lost funds hacked account  uniswap pancakeswap wallet connect coinbase binance  lost bitcoin wallet  gfx lost nft can i put this on a tshirt want sugar daddy
0,15,art,"What makes a project worth getting involved in?
1) Solid transparent team
2) Amazing art
3) Long term strategy
I am in this space to develop products beyond the mint date, not to get in and out fast. Building a successful business takes time. #NFTCommunity #NFT #Metaverses https://t.co/3F5rAO2GNd"
1,15,art,"That's why @crypto_mo_nft is about investing directly into a diverse group of artists. And it can succeed - but it needs all of you to back it. And in backing it, it succeeds. That's the potential and the beauty of it. That is saying 'screw you' to the old paradigm 7/"
