,Topic,Word,Tweets
0,18,miss,"I talk to all my #ETH and #Iota frens at ! trust me I put my hand in the fire for this project! don't miss the unique opportunity to miss out on possibly one of the best projects on all platforms!

Follow all #MDCC

@MadDogCarClub 
#ADA #ETH #IOTA #BTC 
#CNFT #NFT #NFTCommunity https://t.co/8Oo8whT0Pg"
1,18,miss,"@MarzzNyc @crypturco @MonkeDAO @solana @thugbirdz @PiggySolGang @CyberSamuraiNFT @Shroomz_NFT @SoliensNFT @Playground_Sol @SolariansNFT @DegenApeAcademy @galacticgeckosg I see what you mean, I missed the minting phase, I got into this project a week ago, but nothing made me worry so far. I have big trust in them."
0,18,solid,"It's a great pleasure to be part of this wonderful opportunity, I trust this is a solid project,so guys you can't afford to miss out！..

@AdisaSamod @segun_adeoye27
@Adedoyinolamil7 

#airdrop #NFT #nftgiveaway #algorand #algofam #algorants #ants #DeFi"
1,18,solid,"It's a great pleasure to be part of this wonderful opportunity.
I trust this is a solid project,so guys you can't afford to miss out this project.
I wish this project will success in the future .
@zharellia
@pratyudd
#IC #ICP #NFT"
0,18,doxxed,I was one of the giveaway winner of @TheFarmersGame and they send me the nft today and today they rugged. What an irony! It is hard to be a crypto/nft investor. I couldn't even %100 trust to the doxxed owner projects.
1,18,doxxed,want some good team projects good roadmap doxxed transparent join @TheMintPass and @wofnft i guarantee you will be blown away $NFT $NFTS
0,18,transparent,"“NFT cards lie at the core of our strategy game, enabling players to customize their strategy &amp; compete with one another competitively. We’re excited to be able to generate our NFT cards in a provably fair &amp; transparent manner using @Chainlink VRF.”

V Le Gallic, CTO @MUSTCometh"
1,18,transparent,"@games_nft good project and strong team in a predictable and transparent road map planned and projected.I think in the near future I see an unprecedented growth of this project.
@AroraKoushik
@Suh4s1
@NishanthKR13
#NFT #NFTG #BSC #BinanceSmartChain    #NftGameszone #NFTCommunity"
0,18,opportunity,"@Hogefather Well said. I’m thinking less about inequalities of opportunity (per your NFT example) than about how such inequalities replicate &amp; extend themselves. Unconscious bias finds its way into code. Defi, optimistic as I am about it, will generate its particular as yet unknown problems."
1,18,opportunity,"It's a great pleasure to be part of this wonderful opportunity, I trust this is a solid project,so guys you can't afford to miss out😎
@EkaOlamide 
@Mosesify53 
@blackyd12 
@slim_becca 
@unifiedtvmedia 

#celestial #OKEx #metaverse #GameFi #NFT"
0,18,project,@AltcoinWorldcom @weyuofficial You should buy #WEYU trust me! Is the best NFT project and It will launch the marketplace this month and the staking option too!! It will skyrocket!!🚀🚀🚀 I am sure you dont want to miss it!!🔥🚀
1,18,project,"@BAYC2745 I've noticed more and more that people like you, the real, transparent project creators, are the ones that not only create a community, but have a vision for people to feel like they have a home away from home. It's so amazing to have that feeling, before the mint."
0,18,trust,once a nft community does something snaky they have to work 5x harder to gain the peoples trust back… go ask squiggles
1,18,trust,@IsraELement in Nikko we trust right!? He's silesterr's senpai forsure 😉 @PuurrtyCats shenanigans! #CNFT #NFT #BluechipNFT #NFTMint https://t.co/hHpRMUMKo4
0,18,team,"@MichealCrypyto The project is looking promising &amp; excellent for the future with strong team with transparent, planned project roadmap. Definitely it will be successfuI.
@samritzy2
@Adegboy72259923
@I_am_Pinnacle

#Airdrop #payooswap #cryptocurrency #NFT #BNB"
1,18,team,"🧵1/5
As an NFT collector, I invest in new projects every day

One of the hardest things for me to get past is the lack of transparency. There is no NFT S-1 or 10-K

Even if a project lays out a well drawn roadmap and has a responsive and attentive team, my investment is opaque"
0,18,big,The reason why im keep improve and learn in this NFT World. Because this big name on Pentas already trust in my Project. Thank u so much for always support HYPECAT Project. https://t.co/NVx5qLT1qp
1,18,big,"I’m honestly surprised @zachxbt or @NFTethics never made a thread on one of the biggest slow rugger/scammer in the space, @TFGmykL. From @ApeKidsClub to @NFTMTG and @bapesclan , everything this guy touches ends up being a rug and he just moves on to making another project smfh"
0,18,guy,"@NFTethics And usually despite a high number of Discord followers these projects have next to zero engagement and presence on Twitter...

Looks a lot like some other recent rugs I have been following! ⚠️

Be careful fam, #DYOR, and follow @NFTethics, these guys are doing important work!"
1,18,guy,"On may 5th @AzukiOfficial put out this tweet.
 
Now Mr. Hatoyama ain't no mess around type of guy and the people he has worked with and is working with are people that need to be transparent as Mr. Hatoyama name and rep is on the line as well. 

https://t.co/C50uX8UIhP"
